ADMIRALACKBAR,7
AHSOKATANO,7
ANAKINKNIGHT,7
ASAJVENTRESS,7
BB8,7
BIGGSDARKLIGHTER,7
BISTAN,7
BOBAFETT,7
CADBANE,7
CASSIANANDOR,7
CHIEFNEBIT,7
CHOPPERS3,7
CLONESERGEANTPHASEI,7
CLONEWARSCHEWBACCA,7
COMMANDERLUKESKYWALKER,7
CT5555,7
CT7567,7
DARTHSIDIOUS,7
DATHCHA,7
EMPERORPALPATINE,7
EZRABRIDGERS3,7
FINN,7
FIRSTORDEROFFICERMALE,7
FIRSTORDERTIEPILOT,7
FIRSTORDERTROOPER,7
GRANDMASTERYODA,7
GRANDMOFFTARKIN,7
HERASYNDULLAS3,7
HK47,7
JAWASCAVENGER,7
JEDIKNIGHTCONSULAR,7
K2SO,7
KANANJARRUSS3,7
KYLOREN,7
LUKESKYWALKER,7
LUMINARAUNDULI,7
MACEWINDU,7
MAUL,7
OLDBENKENOBI,7
PHASMA,7
POE,7
PRINCESSLEIA,7
QUIGONJINN,7
R2D2_LEGENDARY,7
RESISTANCEPILOT,7
REY,7
ROYALGUARD,7
SABINEWRENS3,7
SAVAGEOPRESS,7
SCARIFREBEL,7
SNOWTROOPER,7
STORMTROOPERHAN,7
SUNFAC,7
TALIA,7
TEEBO,7
TIEFIGHTERPILOT,7
VADER,7
WEDGEANTILLES,7
ZAMWESELL,7
ZEBS3,7
DAKA,6
GRANDADMIRALTHRAWN,6
IG86SENTINELDROID,6
JAWAENGINEER,6
BARRISSOFFEE,5
CC2224,5
CHIRRUTIMWE,5
COUNTDOOKU,5
EWOKELDER,5
FULCRUMAHSOKA,5
HANSOLO,5
JEDIKNIGHTGUARDIAN,5
STORMTROOPER,5
ADMINISTRATORLANDO,4
CT210408,4
EWOKSCOUT,4
GEONOSIANSOLDIER,4
GEONOSIANSPY,4
GRIEVOUS,4
HOTHREBELSOLDIER,4
JAWA,4
JYNERSO,4
MAGNAGUARD,4
PLOKOON,4
SITHASSASSIN,4
UGNAUGHT,4
VEERS,4
WICKET,4
AMILYNHOLDO,3
DARTHNIHILUS,3
DARTHSION,3
DEATHTROOPER,3
FIRSTORDERSPECIALFORCESPILOT,3
GARSAXON,3
HOTHREBELSCOUT,3
IMPERIALSUPERCOMMANDO,3
KYLORENUNMASKED,3
LOGRAY,3
MOTHERTALZIN,3
NIGHTSISTERACOLYTE,3
PAPLOO,3
RESISTANCETROOPER,3
ROSETICO,3
SITHMARAUDER,3
SITHTROOPER,3
SMUGGLERCHEWBACCA,3
SMUGGLERHAN,3
VISASMARR,3
BODHIROOK,2
FIRSTORDEREXECUTIONER,2
NIGHTSISTERINITIATE,2
NIGHTSISTERSPIRIT,2
NIGHTSISTERZOMBIE,2
PAO,2
MAGMATROOPER,1
