ADMIRALACKBAR,7
AHSOKATANO,7
ASAJVENTRESS,7
BIGGSDARKLIGHTER,7
BOBAFETT,7
CADBANE,7
CC2224,7
CHIEFCHIRPA,7
CHIEFNEBIT,7
CHOPPERS3,7
CLONESERGEANTPHASEI,7
COUNTDOOKU,7
CT210408,7
CT5555,7
CT7567,7
DARTHNIHILUS,7
DARTHSIDIOUS,7
DATHCHA,7
EMPERORPALPATINE,7
EWOKELDER,7
EZRABRIDGERS3,7
GAMORREANGUARD,7
GRANDMASTERYODA,7
GRANDMOFFTARKIN,7
HANSOLO,7
HERASYNDULLAS3,7
HOTHREBELSCOUT,7
IMAGUNDI,7
JAWASCAVENGER,7
JEDIKNIGHTCONSULAR,7
KANANJARRUSS3,7
KITFISTO,7
KYLOREN,7
LUKESKYWALKER,7
LUMINARAUNDULI,7
MACEWINDU,7
MAGMATROOPER,7
MAUL,7
OLDBENKENOBI,7
PHASMA,7
POE,7
PRINCESSLEIA,7
QUIGONJINN,7
R2D2_LEGENDARY,7
REY,7
ROYALGUARD,7
SAVAGEOPRESS,7
STORMTROOPER,7
STORMTROOPERHAN,7
TEEBO,7
VADER,7
WEDGEANTILLES,7
ZEBS3,7
GRIEVOUS,6
HK47,6
HOTHREBELSOLDIER,6
JEDIKNIGHTGUARDIAN,6
K2SO,6
POGGLETHELESSER,6
SABINEWRENS3,6
BISTAN,5
CLONEWARSCHEWBACCA,5
DAKA,5
DEATHTROOPER,5
FULCRUMAHSOKA,5
GRANDADMIRALTHRAWN,5
HERMITYODA,5
MAGNAGUARD,5
SHORETROOPER,5
SITHTROOPER,5
TALIA,5
B2SUPERBATTLEDROID,4
CHIRRUTIMWE,4
DARTHSION,4
EETHKOTH,4
EWOKSCOUT,4
FINN,4
FIRSTORDERTIEPILOT,4
FIRSTORDERTROOPER,4
GARSAXON,4
JAWA,4
JAWAENGINEER,4
JYNERSO,4
KYLORENUNMASKED,4
NUTEGUNRAY,4
PAPLOO,4
VEERS,4
WICKET,4
ZAMWESELL,4
BAZEMALBUS,3
DIRECTORKRENNIC,3
GEONOSIANSOLDIER,3
IG88,3
IMPERIALSUPERCOMMANDO,3
MOTHERTALZIN,3
RESISTANCETROOPER,3
SITHASSASSIN,3
SMUGGLERCHEWBACCA,3
SMUGGLERHAN,3
TIEFIGHTERPILOT,3
BODHIROOK,2
DENGAR,2
FIRSTORDEREXECUTIONER,2
FIRSTORDERSPECIALFORCESPILOT,2
NIGHTSISTERINITIATE,2
NIGHTSISTERSPIRIT,2
NIGHTSISTERZOMBIE,2
PAO,2
RESISTANCEPILOT,2
SCARIFREBEL,2
UGNAUGHT,1
